id_laporan;skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;waktu_selesai
QL001228863;KELURAHAN GUNUNG;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228862;KELURAHAN CIPULIR;Sampah;Sampah Trotoar;complete;05/02/2019;06/02/2019;1
QL001228864;KELURAHAN GUNUNG;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228879;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;05/02/2019;05/02/2019;1
QL001228881;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;05/02/2019;05/02/2019;1
QL001228882;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;05/02/2019;05/02/2019;1
QL001228884;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;Tersumbat Pipa/Kabel;complete;05/02/2019;05/02/2019;1
QL001228885;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228886;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;"Lain-lain:
merapihkan kabel di atas saluran air";complete;05/02/2019;05/02/2019;1
QL001228888;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;"Lain-lain:
merapihkan kabel  di atas saluran air";complete;05/02/2019;05/02/2019;1
QL001228887;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228889;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;05/02/2019;05/02/2019;1
QL001228892;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228891;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228893;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228894;KELURAHAN CILANDAK BARAT;Saluran air/kali/sungai;"Lain-lain:
merapihkan kabel diatas saluran air";complete;05/02/2019;05/02/2019;1
QL001228895;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228896;KELURAHAN CILANDAK BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
merapihkan kabel di atas saluran air";complete;05/02/2019;05/02/2019;1
QL001228900;KELURAHAN CILANDAK BARAT;Sampah;Sampah Ruang Publik;complete;05/02/2019;05/02/2019;1
QL001228902;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228903;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001228905;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228906;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228907;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228908;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228911;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228912;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228913;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228915;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228914;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228919;KELURAHAN CILANDAK BARAT;Sampah;Sampah Ruang Publik;complete;05/02/2019;05/02/2019;1
QL001228918;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan Liar";complete;05/02/2019;05/02/2019;1
QL001228922;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228924;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
Coretan Liar ..";complete;05/02/2019;05/02/2019;1
QL001228926;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";complete;05/02/2019;05/02/2019;1
QL001228930;KELURAHAN GUNUNG;Sampah;"Lain-lain:
kertas tempel";complete;05/02/2019;05/02/2019;1
QL001228931;KELURAHAN GUNUNG;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228932;KELURAHAN GUNUNG;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001228935;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;"Lain-lain:
sampah karung";complete;05/02/2019;05/02/2019;1
QL001228934;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001228933;KELURAHAN MELAWAI;Sampah;"Lain-lain:
sampah warga";complete;05/02/2019;05/02/2019;1
QL001228937;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228936;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228938;KELURAHAN MELAWAI;Sampah;"Lain-lain:
sampah dan puing sudah di bersihkan";complete;05/02/2019;05/02/2019;1
QL001228955;KELURAHAN KARET;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001228958;KELURAHAN KARET;Pohon;"Lain-lain:
pohon mati";complete;05/02/2019;05/02/2019;1
QL001228957;KELURAHAN KARET;Sampah;"Lain-lain:
sampah kayu";complete;05/02/2019;05/02/2019;1
QL001228968;KELURAHAN TEBET BARAT;Sampah;Sampah Got;complete;05/02/2019;05/02/2019;1
QL001228988;KELURAHAN KARET;Sampah;"Lain-lain:
kastin";complete;05/02/2019;05/02/2019;1
QL001229050;KELURAHAN TANJUNG BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229059;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001229060;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229062;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229063;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229066;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229069;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229068;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229072;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229071;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001229070;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001229073;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;05/02/2019;05/02/2019;1
QL001229074;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001229075;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229076;KELURAHAN CILANDAK BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001229077;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001229078;KELURAHAN CILANDAK BARAT;Sampah;Sampah Ruang Publik;complete;05/02/2019;05/02/2019;1
QL001229079;KELURAHAN CILANDAK BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Sampah Trotoar";complete;05/02/2019;05/02/2019;1
QL001229080;KELURAHAN CILANDAK BARAT;Sampah;Sampah Ruang Publik;complete;05/02/2019;05/02/2019;1
QL001229081;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;05/02/2019;05/02/2019;1
QL001229084;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001229085;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;05/02/2019;05/02/2019;1
QL001229086;KELURAHAN CIPEDAK;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
null";complete;05/02/2019;06/02/2019;1
QL001229137;KELURAHAN TEBET TIMUR;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229138;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229139;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229140;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229141;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229142;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229143;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229144;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229145;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229146;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229147;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229149;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229148;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229150;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229154;KELURAHAN KALIBATA;Sampah;Sampah Got;complete;06/02/2019;06/02/2019;1
QL001229156;KELURAHAN KALIBATA;Sampah;Sampah Got;complete;06/02/2019;06/02/2019;1
QL001229157;KELURAHAN KALIBATA;Sampah;Sampah Got;complete;06/02/2019;06/02/2019;1
QL001229159;KELURAHAN CIPULIR;Gangguan ketenteraman dan ketertiban;"Lain-lain:
mural";complete;06/02/2019;21/02/2019;6
QL001229187;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
sampah kering";complete;06/02/2019;06/02/2019;1
QL001229189;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
sampah basah dan puing";complete;06/02/2019;06/02/2019;1
QL001229191;KELURAHAN PELA MAMPANG;Pohon;"Lain-lain:
rumput liar";complete;06/02/2019;06/02/2019;1
QL001229193;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
sampah basah tumpukan karung dan rumli";complete;06/02/2019;06/02/2019;1
QL001229201;KELURAHAN GUNTUR;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229203;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;"Lain-lain:
spanduk";complete;06/02/2019;08/02/2019;1
QL001229028;KELURAHAN KARET SEMANGGI;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pot menghalangin trotoar";complete;06/02/2019;06/02/2019;1
QL001229030;KELURAHAN KARET SEMANGGI;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pot rusak";complete;06/02/2019;06/02/2019;1
QL001229000;KELURAHAN KARET SEMANGGI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;06/02/2019;06/02/2019;1
QL001229025;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001228942;KELURAHAN MELAWAI;Sampah;Sampah Reklame Kecil;complete;06/02/2019;06/02/2019;1
QL001228998;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001228997;KELURAHAN KARET SEMANGGI;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001228945;KELURAHAN PETOGOGAN;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;06/02/2019;06/02/2019;1
QL001228949;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001228951;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001228950;KELURAHAN KARET SEMANGGI;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tutup bak kontrol yg terbuka";complete;06/02/2019;06/02/2019;1
QL001228952;KELURAHAN KARET SEMANGGI;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pot  yg menghalangi pejalan kaki";complete;06/02/2019;06/02/2019;1
QL001228943;KELURAHAN MELAWAI;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001228946;KELURAHAN PETOGOGAN;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001228984;KELURAHAN KARET KUNINGAN;Sampah;Sampah Ruang Publik;complete;06/02/2019;06/02/2019;1
QL001228954;KELURAHAN KARET KUNINGAN;Sampah;"Lain-lain:
pot tanaman pecah";complete;06/02/2019;06/02/2019;1
QL001228970;KELURAHAN KARET KUNINGAN;Pelanggaran Perda/Pergub;Reklame Tidak Berijin;complete;06/02/2019;06/02/2019;1
QL001229161;KELURAHAN PULO;Sampah;Sampah Trotoar;complete;06/02/2019;06/02/2019;1
QL001229162;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;06/02/2019;06/02/2019;1
QL001229206;KELURAHAN TEBET TIMUR;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan ditembok rumah";complete;06/02/2019;06/02/2019;1
QL001228092;KELURAHAN SELONG;Trotoar;"Lain-lain:
rambu lalin ";complete;06/02/2019;09/02/2019;3
QL001229241;KELURAHAN PEJATEN TIMUR;Pohon;"Lain-lain:
penyisiran daun yg rontok";complete;06/02/2019;06/02/2019;1
QL001227982;KELURAHAN PENGADEGAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tenda di jalan";complete;06/02/2019;06/02/2019;1
QL001229082;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;06/02/2019;06/02/2019;1
QL001229083;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;06/02/2019;06/02/2019;1
QL001229260;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan;complete;06/02/2019;06/02/2019;1
QL001229272;KELURAHAN PONDOK PINANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;JPO/Halte Kotor;complete;06/02/2019;06/02/2019;1
QL001229279;KELURAHAN CIGANJUR;Sampah;"Lain-lain:
Bakaran sampah";complete;06/02/2019;06/02/2019;1
QL001228948;KELURAHAN SELONG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;06/02/2019;06/02/2019;1
QL001229160;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;06/02/2019;07/02/2019;1
QL001228785;KELURAHAN SELONG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;06/02/2019;06/02/2019;1
QL001229403;KELURAHAN BINTARO;Lokasi Binaan dan Lokasi Sementara;Kualitas Dagangan;complete;06/02/2019;07/02/2019;1
QL001229426;KELURAHAN GUNTUR;Sampah;Sampah Lingkungan;complete;07/02/2019;07/02/2019;1
QL001229427;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229429;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229430;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229431;KELURAHAN MENTENG ATAS;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229432;KELURAHAN MENTENG ATAS;Sampah;Sampah Reklame Kecil;complete;07/02/2019;07/02/2019;1
QL001229433;KELURAHAN MENTENG ATAS;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229434;KELURAHAN MENTENG ATAS;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229435;KELURAHAN MENTENG ATAS;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229436;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;complete;07/02/2019;07/02/2019;1
QL001229437;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;complete;07/02/2019;07/02/2019;1
QL001229440;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229441;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229444;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229445;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229446;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229450;KELURAHAN TEBET TIMUR;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229451;KELURAHAN PASAR MINGGU;Pohon;"Lain-lain:
sampah daun";complete;07/02/2019;07/02/2019;1
QL001229475;KELURAHAN BANGKA;Saluran air/kali/sungai;"Lain-lain:
sampah saluran air";complete;07/02/2019;07/02/2019;1
QL001229476;KELURAHAN BANGKA;Sampah;Sampah Ruang Publik;complete;07/02/2019;07/02/2019;1
QL001229438;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229439;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229513;KELURAHAN PASAR MANGGIS;Sampah;"Lain-lain:
sampah kering";complete;07/02/2019;07/02/2019;1
QL001228779;KELURAHAN MAMPANG PRAPATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
vandalisme";complete;07/02/2019;07/02/2019;1
QL001229534;KELURAHAN PULO;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229528;KELURAHAN RAWA BARAT;Sampah;Sampah Lingkungan;complete;07/02/2019;07/02/2019;1
QL001229527;KELURAHAN RAWA BARAT;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229536;KELURAHAN MELAWAI;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229526;KELURAHAN RAWA BARAT;Trotoar;"Lain-lain:
tiang rambu lalin";complete;07/02/2019;07/02/2019;1
QL001229537;KELURAHAN PETOGOGAN;Sampah;"Lain-lain:
coretan liar";complete;07/02/2019;07/02/2019;1
QL001229539;KELURAHAN RAWA BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229540;KELURAHAN RAWA BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229530;KELURAHAN RAWA BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229529;KELURAHAN RAWA BARAT;Sampah;Sampah Trotoar;complete;07/02/2019;07/02/2019;1
QL001229608;KELURAHAN RAWA BARAT;Trotoar;"Lain-lain:
plang rambu miring";complete;07/02/2019;07/02/2019;1
QL001229610;KELURAHAN RAWA BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229611;KELURAHAN RAWA BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229612;KELURAHAN KUNINGAN BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;07/02/2019;07/02/2019;1
QL001229630;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;07/02/2019;07/02/2019;1
QL001229631;KELURAHAN PEJATEN TIMUR;Sampah;Sampah Lingkungan;complete;07/02/2019;10/02/2019;3
QL001229660;KELURAHAN RAWA BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tong sampah";complete;07/02/2019;07/02/2019;1
QL001229664;KELURAHAN TEBET BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;07/02/2019;08/02/2019;1
QL001229739;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229740;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229741;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229742;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229743;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229745;KELURAHAN TEBET TIMUR;Pohon;Pangkas s/d 70 cm;complete;08/02/2019;08/02/2019;1
QL001229744;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229746;KELURAHAN TEBET TIMUR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;08/02/2019;08/02/2019;1
QL001229747;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229749;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229748;KELURAHAN MENTENG DALAM;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229750;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229751;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229752;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229753;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229754;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;complete;08/02/2019;08/02/2019;1
QL001229755;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229756;KELURAHAN MENTENG ATAS;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229757;KELURAHAN MENTENG ATAS;Sampah;Sampah Ruang Publik;complete;08/02/2019;08/02/2019;1
QL001229759;KELURAHAN PASAR MINGGU;Sampah;"Lain-lain:
sampah di taman depan smk suluh";complete;08/02/2019;08/02/2019;1
QL001229760;KELURAHAN PASAR MINGGU;Pohon;"Lain-lain:
rumput liar";complete;08/02/2019;08/02/2019;1
QL001229773;KELURAHAN PONDOK LABU;Lokasi Binaan dan Lokasi Sementara;Ijin Berjualan;complete;08/02/2019;08/02/2019;1
QL001229779;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229780;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229781;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;complete;08/02/2019;08/02/2019;1
QL001229784;KELURAHAN JATI PADANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan liar";complete;08/02/2019;08/02/2019;1
QL001229737;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229738;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229673;KELURAHAN TEBET TIMUR;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tiang miring";complete;08/02/2019;08/02/2019;1
QL001229152;KELURAHAN MELAWAI;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001227835;KELURAHAN MENTENG ATAS;Saluran air/kali/sungai;Bangunan Liar;complete;08/02/2019;08/02/2019;1
QL001229831;KELURAHAN KALIBATA;Sampah;Sampah Got;complete;08/02/2019;08/02/2019;1
QL001229832;KELURAHAN KALIBATA;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229841;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229842;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229844;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Lingkungan;complete;08/02/2019;08/02/2019;1
QL001229846;KELURAHAN GANDARIA SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;08/02/2019;08/02/2019;1
QL001229845;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229847;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
QL001229850;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;08/02/2019;08/02/2019;1
